gene,Deng:KeloidC3_MFB_vs_NSfib,Direder:Keloid_vs_Healthy,Direder:Keloid_vs_NormalScar,Direder:NormalScar_vs_Healthy,Wound:D7_vs_Skin,Wound:D30_vs_Skin,Wound:D7_FBI_vs_Skin
LDHA,-0.55299944,0.14549671,0.3945183,,0.8702113,,0.77950966
LDHAL6A,-18.49676,,,,,,
LDHAL6B,-18.184504,,,,,,
LDHB,0.029708335,0.47589993,1.0699629,,1.6167346,0.58971256,1.8236665
LDHC,-3.3307426,,,,,,
LDHD,0.27775562,,,,,,
LDLR,-0.47342724,,,0.23735967,,,
LDLRAD1,0.0,,,,,,
LDLRAD2,1.4612108,,,,,,
LDLRAD3,0.28033775,,,,,,
LDLRAD4,0.26344553,,,,,,
LDLRAD4-AS1,-15.813923,,,,,,
LDLRAP1,0.85849077,,,,,,
LDOC1,0.29344064,1.0937656,,0.086745866,,,
LEAP2,1.053214,,,,,,
LECT2,0.0,,,,,,
LEF1,2.63538,,,1.4771494,,,
LEFTY1,-0.14206286,,,,,,
LEFTY2,-1.5214863,,,,,,
LEKR1,-1.586811,,,,,,
LELP1,0.0,,,,,,
LEMD1,-16.533255,,,,,,
LEMD1-AS1,-17.43197,,,,,,
LEMD2,0.35916618,,,,,,
LEMD3,-0.061250642,,,,,,
LENEP,-16.089338,,,,,,
LENG1,-0.110389635,,,,,,
LENG8,0.40323108,,,,,,0.87773275
LENG8-AS1,-0.9739988,,,,,,
LENG9,-0.19298849,,,,,,
LEO1,0.80616146,,,,1.1825341,0.95333594,1.3039609
LEP,-16.615557,,,,,,
LEPR,-4.367285,,,,,,
LEPROT,-0.82900906,,,,,,
LEPROTL1,1.1348848,0.7026519,1.2329293,,1.4398019,1.4281582,1.5863756
LETM1,1.2818089,,,,1.6723278,,1.7692573
LETM2,0.015019747,,,,,,
LETMD1,-1.2801234,,,,,,
LEUTX,0.0,,,,,,
LEXM,0.0,,,,,,
LFNG,0.9405452,,,,,,
LGALS1,1.7050588,1.2486976,1.5667682,,1.6233397,1.7198373,2.1157823
LGALS12,-17.61932,,,,,,
LGALS13,0.0,,,,,,
LGALS14,0.0,,,,,,
LGALS16,0.0,,,,,,
LGALS2,-0.38519296,,,,,,
LGALS3,-1.0870117,,,,,,
LGALS3BP,-0.79992974,0.5337114,,0.98992,,,
LGALS4,-2.264352,,,,,,
LGALS7,0.65770006,,,,,,
LGALS7B,0.44066042,,,,,,
LGALS8,-0.38267437,,,,,,
LGALS8-AS1,-0.7866154,,,,,,
LGALS9,-0.18117958,,,,,,
LGALS9B,0.0,,,,,,
LGALS9C,0.0,,,,,,
LGALSL,-0.5787478,,,,,,
LGI1,-4.72204,,,,,,
LGI2,1.8733665,,,,4.457047,,4.9404273
LGI3,-0.47321913,,,,,,
LGI4,-3.0267627,,,,,,
LGMN,1.1859664,1.7542303,1.720441,,1.3167003,1.9914206,1.7851982
LGR4,3.8043897,2.1093116,2.0101056,,1.650113,2.0695524,2.315744
LGR5,-6.044749,,,,,,
LGR6,-1.4509761,,,,,,
LGSN,0.0,,,,,,
LHB,4.086104,,,,,,
LHCGR,0.9263723,,,,,,
LHFPL1,-17.91521,,,,,,
LHFPL2,1.3713491,0.48691496,0.57170874,,,0.84145474,0.8591998
LHFPL3,-15.374524,,,,,,
LHFPL4,-0.12882754,,,,,,
LHFPL5,0.0,,,,,,
LHFPL6,-1.5109469,,,0.1436847,,,
LHPP,0.78882706,,,,,,
LHX1,0.4148847,,,,,,
LHX1-DT,0.0,,,,,,
LHX2,-0.26978216,,,,,,
LHX3,0.0,,,,,,
LHX4,-0.15718165,,,,,,
LHX5,0.0,,,,,,
LHX5-AS1,0.0,,,,,,
LHX6,0.707252,,,,,,
LHX8,-1.6861355,,,,,,
LHX9,3.3089287,,,,,,
LIAS,-0.26628104,,,,,,
LIF,-0.1181253,,,,,,
LIF-AS1,-17.442486,,,,,,
LIFR,-2.3895085,,,,,,
LIFR-AS1,-2.7821455,,,,,,
LIG1,0.34391674,,,,,,
LIG3,0.9532522,,,,,,
LIG4,0.9213871,,,,,,
LILRA1,0.0,,,,,,
LILRA2,0.0,,,,,,
LILRA4,0.0,,,,,,
LILRA5,0.0,,,,,,
LILRA6,18.16774,,,,,,
LILRB1,1.5571514,,,,,,
LILRB1-AS1,0.0,,,,,,
LILRB2,1.9597781,,,,,,
LILRB3,-1.0702859,,,,,,
LILRB4,2.2846231,,,,,,
LILRB5,-18.134184,,,,,,
LIM2,0.0,,,,,,
LIMA1,0.5149654,,,,,,
LIMCH1,-0.94919074,,,0.41057655,,,
LIMD1,1.1771523,,,,,,
LIMD2,3.2613776,1.1939511,,,3.13332,3.100569,3.5348396
LIME1,-17.54021,,,,,,
LIMK1,2.0588145,1.619037,,,,,
LIMK2,0.88631684,1.3108839,,0.38749668,,,
LIMS1,0.96522313,0.22469209,0.40032053,,0.83958256,0.911586,1.0889281
LIMS1-AS1,0.0,,,,,,
LIMS2,-2.0180225,,,,,,
LIMS3,0.0,,,,,,
LIMS4,-16.511631,,,,,,
LIN28A,0.0,,,,,,
LIN28B,0.0,,,,,,
LIN28B-AS1,0.0,,,,,,
LIN37,0.3189069,,,,,,
LIN52,-0.32943448,,,,,,
LIN54,0.19499908,,,0.55501974,,,
LIN7A,0.36279935,,,,,,
LIN7B,2.838144,1.5386529,,,,1.4887499,
LIN7C,0.059386373,,,,,,
LIN9,-0.7414056,,,,,,
LINC-ROR,0.0,,,,,,
LINC00028,0.18260758,,,,,,
LINC00029,0.0,,,,,,
LINC00051,0.0,,,,,,
LINC00052,0.0,,,,,,
LINC00092,-21.165977,,,,,,
LINC00102,1.8995531,,,,,,
LINC00106,-19.801355,,,,,,
LINC00111,18.5069,,,,,,
LINC00112,0.0,,,,,,
LINC00113,0.0,,,,,,
LINC00114,-17.60117,,,,,,
LINC00115,-0.28968063,,,,,,
LINC00158,1.6334758,,,,,,
LINC00159,-19.254637,,,,,,
LINC00160,-16.993517,,,,,,
LINC00161,0.0,,,,,,
LINC00163,-20.123915,,,,,,
LINC00165,-16.687853,,,,,,
LINC00167,0.49949765,,,,,,
LINC00184,0.0,,,,,,
LINC00200,0.0,,,,,,
LINC00207,0.0,,,,,,
LINC00208,0.0,,,,,,
LINC00210,0.0,,,,,,
LINC00211,19.60524,,,,,,
LINC00221,0.0,,,,,,
LINC00222,0.62199134,,,,,,
LINC00226,0.0,,,,,,
LINC00229,0.0,,,,,,
LINC00235,-1.5836307,,,,,,
LINC00237,-19.08424,,,,,,
LINC00239,0.0,,,,,,
LINC00240,-2.9513073,,,,,,
LINC00242,0.018970344,,,,,,
LINC00243,1.8927454,,,,,,
LINC00244,0.0,,,,,,
LINC002481,-20.4481,,,,,,
LINC00251,0.0,,,,,,
LINC00254,0.0,,,,,,
LINC00261,0.0,,,,,,
LINC00265,-0.89746267,,,,,,
LINC00266-1,-1.7271957,,,,,,
LINC00266-4P,-1.8716639,,,,,,
LINC00269,-16.453566,,,,,,
LINC00271,0.31062198,,,,,,
LINC00272,0.0,,,,,,
LINC00273,0.0,,,,,,
LINC00276,1.5638385,,,,,,
LINC00278,-20.739344,,,,,,
LINC00279,0.0,,,,,,
LINC00280,0.0,,,,,,
LINC00283,0.0,,,,,,
LINC00284,2.8377166,,,,,,
LINC00290,0.0,,,,,,
LINC00293,0.0,,,,,,
LINC00294,0.6661409,,,0.55320966,,,
LINC00297,0.0,,,,,,
LINC00298,0.0,,,,,,
LINC00299,0.0,,,,,,
LINC00302,0.0,,,,,,
LINC00303,0.0,,,,,,
LINC00304,-20.442402,,,,,,
LINC00305,0.0,,,,,,
LINC00307,0.0,,,,,,
LINC00308,0.0,,,,,,
LINC00309,0.21388324,,,,,,
LINC00310,1.2244089,,,,,,
LINC00311,-0.747509,,,,,,
LINC00313,0.0,,,,,,
LINC00314,0.0,,,,,,
LINC00315,0.0,,,,,,
LINC00316,-16.922327,,,,,,
LINC00317,0.0,,,,,,
LINC00319,0.0,,,,,,
LINC00320,0.0,,,,,,
LINC00322,0.0,,,,,,
LINC00323,-2.504984,,,,,,
LINC00324,-1.3177825,,,0.63697565,,,
LINC00326,0.0,,,,,,
LINC00327,-0.024248142,,,,,,
LINC00330,0.0,,,,,,
LINC00331,0.0,,,,,,
LINC00332,-17.472433,,,,,,
LINC00333,0.0,,,,,,
LINC00334,-17.367256,,,,,,
LINC00336,0.0,,,,,,
LINC00337,1.2487789,,,,,,
LINC00342,0.40861285,,,,,,
LINC00345,0.0,,,,,,
LINC00346,2.026867,,,,,,
LINC00347,0.0,,,,,,
LINC00348,0.0,,,,,,
LINC00349,0.0,,,,,,
LINC00350,0.0,,,,,,
LINC00351,0.0,,,,,,
LINC00352,0.0,,,,,,
LINC00353,0.0,,,,,,
LINC00354,0.0,,,,,,
LINC00355,0.0,,,,,,
LINC00358,0.0,,,,,,
LINC00362,0.0,,,,,,
LINC00363,0.0,,,,,,
LINC00364,-20.475246,,,,,,
LINC00365,0.35229746,,,,,,
LINC00366,0.0,,,,,,
LINC00368,0.0,,,,,,
LINC00370,0.0,,,,,,
LINC00374,0.0,,,,,,
LINC00375,0.0,,,,,,
LINC00376,0.0,,,,,,
LINC00377,-19.814018,,,,,,
LINC00378,0.0,,,,,,
LINC00379,0.0,,,,,,
LINC00380,0.0,,,,,,
LINC00381,0.0,,,,,,
LINC00382,0.0,,,,,,
LINC00383,0.0,,,,,,
LINC00384,-17.644417,,,,,,
LINC00385,0.0,,,,,,
LINC00387,0.0,,,,,,
LINC00388,0.0,,,,,,
LINC00390,0.0,,,,,,
LINC00391,0.0,,,,,,
LINC00392,0.0,,,,,,
LINC00393,0.0,,,,,,
LINC00395,0.0,,,,,,
LINC00396,0.0,,,,,,
LINC00397,0.0,,,,,,
LINC00398,2.5008845,,,,,,
LINC00399,0.0,,,,,,
LINC00400,0.0,,,,,,
LINC00402,0.0,,,,,,
LINC00404,0.0,,,,,,
LINC00407,0.0,,,,,,
LINC00408,0.0,,,,,,
LINC00410,0.0,,,,,,
LINC00411,0.0,,,,,,
LINC00412,0.0,,,,,,
LINC00415,17.727257,,,,,,
LINC00421,0.0,,,,,,
LINC00423,0.0,,,,,,
LINC00424,0.0,,,,,,
LINC00426,-19.648891,,,,,,
LINC00427,0.0,,,,,,
LINC00428,0.0,,,,,,
LINC00430,0.0,,,,,,
LINC00433,0.0,,,,,,
LINC00434,0.0,,,,,,
LINC00437,-16.177279,,,,,,
LINC00440,0.0,,,,,,
LINC00442,0.0,,,,,,
LINC00443,-16.499414,,,,,,
LINC00445,-19.912153,,,,,,
LINC00446,0.0,,,,,,
LINC00448,0.0,,,,,,
LINC00449,2.4631438,,,,,,
LINC00452,-16.196095,,,,,,
LINC00454,-16.422451,,,,,,
LINC00456,0.0,,,,,,
LINC00457,0.0,,,,,,
LINC00458,0.0,,,,,,
LINC00459,0.0,,,,,,
LINC00460,3.3197594,,,,,,
LINC00461,0.0,,,,,,
LINC00462,3.856759,,,,,,
LINC00463,0.0,,,,,,
LINC00467,-0.7017615,,,,,,
LINC00469,0.0,,,,,,
LINC00470,18.110697,,,,,,
LINC00471,0.9335665,,,,,,
LINC00472,-0.8618842,,,,,,
LINC00473,-1.8436258,,,22.475893,,,
LINC00474,0.0,,,,,,
LINC00476,-0.27249303,,,,,,
LINC00477,0.0,,,,,,
LINC00479,0.0,,,,,,
LINC00482,-1.0751293,,,,,,
LINC00483,-17.559774,,,,,,
LINC00484,-17.185041,,,,,,
LINC00485,-16.784092,,,,,,
LINC00486,0.0,,,,,,
LINC00487,0.0,,,,,,
LINC00488,0.0,,,,,,
LINC00489,0.0,,,,,,
LINC00491,-17.667154,,,,,,
LINC00492,0.0,,,,,,
LINC00494,0.0,,,,,,
LINC00498,0.0,,,,,,
LINC00499,0.0,,,,,,
LINC00500,0.0,,,,,,
LINC00501,0.0,,,,,,
LINC00502,0.0,,,,,,
LINC00504,0.25990206,,,,,,
LINC00507,0.0,,,,,,
LINC00508,0.0,,,,,,
LINC00511,2.8035152,,,,,0.7879111,1.6023062
LINC00513,-0.49513242,,,,,,
LINC00517,-0.95566213,,,,,,
LINC00518,2.5010808,,,,,,
LINC00519,-0.6455068,,,,,,
LINC00520,1.4007565,,,,,,
LINC00523,0.0,,,,,,
LINC00524,-2.3338299,,,,,,
LINC00525,-17.752487,,,,,,
LINC00526,-0.17630541,,,,,,
LINC00528,1.7477835,,,,,,
LINC00529,0.0,,,,,,
LINC00533,0.0,,,,,,
LINC00534,0.0,,,,,,
LINC00535,-1.8937571,,,,,,
LINC00536,0.0,,,,,,
LINC00538,0.0,,,,,,
LINC00539,-17.57249,,,,,,
LINC00543,-17.567125,,,,,,
LINC00544,-18.43875,,,,,,
LINC00545,-1.1506121,,,,,,
LINC00547,2.3724344,,,,,,
LINC00550,0.0,,,,,,
LINC00551,0.0,,,,,,
LINC00554,0.0,,,,,,
LINC00555,0.0,,,,,,
LINC00556,0.0,,,,,,
LINC00557,0.0,,,,,,
LINC00558,0.0,,,,,,
LINC00559,0.0,,,,,,
LINC00560,0.0,,,,,,
LINC00561,0.0,,,,,,
LINC00562,-0.37712374,,,,,,
LINC00563,-16.089338,,,,,,
LINC00564,0.0,,,,,,
LINC00565,-0.9464671,,,,,,
LINC00566,3.123022,,,,,,
LINC00567,2.8889124,,,,,,
LINC00570,1.258861,,,,,,
LINC00571,2.0030577,,,,,,
LINC00572,0.0,,,,,,
LINC00574,0.31481656,,,,,,
LINC00575,0.0,,,,,,
LINC00578,0.030246776,,,,,,
LINC00581,-19.027374,,,,,,
LINC00582,0.0,,,,,,
LINC00583,0.0,,,,,,
LINC00587,-15.607738,,,,,,
LINC00588,-17.043869,,,,,,
LINC00589,19.012655,,,,,,
LINC00592,1.1350102,,,,,,
LINC00595,3.4411292,,,,,,
LINC00596,0.0,,,,,,
LINC00598,0.24554615,,,,,,
LINC00599,0.0,,,,,,
LINC00601,3.083638,,,,,,
LINC00602,-0.4035325,,,,,,
LINC00603,-20.137575,,,,,,
LINC00604,3.6388602,,,,,,
LINC00605,0.8774981,,,,,,
LINC00606,0.0,,,,,,
LINC00607,1.6958637,,,,,,
LINC00608,0.0,,,,,,
LINC00609,0.0,,,,,,
LINC00613,0.0,,,,,,
LINC00615,0.0,,,,,,
LINC00616,0.0,,,,,,
LINC00619,-20.204494,,,,,,
LINC00620,17.865746,,,,,,
LINC00621,1.9032801,,,,,,
LINC00623,-0.67019576,,,,,,
LINC00624,0.29127434,,,,,,
LINC00626,23.432692,,,,,,
LINC00628,-2.3071964,,,,,,
LINC00629,1.8753138,,,,,,
LINC00630,-0.21955296,,,,,,
LINC00632,0.79711735,,,,,,
LINC00635,0.0,,,,,,
LINC00636,0.04293414,,,,,,
LINC00637,0.0,,,,,,
LINC00638,-1.1861354,,,,,,
LINC00639,0.0,,,,,,
LINC00640,-3.1205878,,,,,,
LINC00642,3.2757509,,,,,,
LINC00644,-0.2969979,,,,,,
LINC00645,-17.255625,,,,,,
LINC00648,-19.440598,,,,,,
LINC00649,-0.25457963,,,,,,
LINC00652,-18.026705,,,,,,
LINC00654,0.7034873,,,,,,
LINC00656,0.0,,,,,,
LINC00658,-18.026276,,,,,,
LINC00659,0.0,,,,,,
LINC00662,0.68957484,,,,,,
LINC00663,-0.01742415,,,,,,
LINC00664,0.21584146,,,,,,
LINC00665,-0.062096454,,,,,,
LINC00667,0.20273978,,,,,,
LINC00668,-17.787605,,,,,,
LINC00670,0.0,,,,,,
LINC00671,-17.525911,,,,,,
LINC00672,-0.47297442,,,,,,
LINC00676,0.0,,,,,,
LINC00677,0.38511488,,,,,,
LINC00678,0.0,,,,,,
LINC00681,-3.3232353,,,,,,
LINC00682,-17.987928,,,,,,
LINC00683,-0.9199204,,,,,,
LINC00685,-0.5751882,,,,,,
LINC00686,0.0,,,,,,
LINC00687,0.0,,,,,,
LINC00690,0.0,,,,,,
LINC00691,0.4299007,,,,,,
LINC00698,0.0,,,,,,
LINC00700,0.0,,,,,,
LINC00701,0.0,,,,,,
LINC00702,2.351289,,,,,,
LINC00703,0.0,,,,,,
LINC00705,2.0228524,,,,,,
LINC00707,-16.964018,,,,,,
LINC00708,0.0,,,,,,
LINC00709,0.0,,,,,,
LINC00836,0.0,,,,,,
LINC00837,0.0,,,,,,
LINC00838,0.0,,,,,,
LINC00839,2.6054165,,,,,,
LINC00840,-3.8280346,,,,,,
LINC00841,0.0,,,,,,
LINC00842,0.71161944,,,,,,
LINC00843,-18.83328,,,,,,
LINC00844,-5.8750706,,,,,,
LINC00845,0.0,,,,,,
LINC00847,-0.329487,,,,,,
LINC00850,0.0,,,,,,
LINC00851,0.0,,,,,,
LINC00852,0.24811107,,,,,,
LINC00853,-1.5951332,,,,,,
LINC00854,-18.072641,,,,,,
LINC00857,0.07087656,,,,,,
LINC00858,0.0,,,,,,
LINC00861,0.0,,,,,,
LINC00862,2.6686022,,,,,,
LINC00864,0.0,,,,,,
LINC00865,1.3786035,,,,,,
LINC00866,0.0,,,,,,
LINC00867,0.0,,,,,,
LINC00868,18.298275,,,,,,
LINC00870,0.8402906,,,,,,
LINC00871,-15.807698,,,,,,
LINC00877,-1.961565,,,,,,
LINC00879,0.0,,,,,,
LINC00880,-1.2182064,,,,,,
LINC00881,-16.493872,,,,,,
LINC00882,0.3671182,,,,,,
LINC00884,-0.491652,,,,,,
LINC00885,0.0,,,,,,
LINC00886,-1.5939983,,,,,,
LINC00887,-0.72920406,,,,,,
LINC00891,-2.1850789,,,,,,
LINC00893,0.5036551,,,,,,
LINC00894,-1.8170058,,,,,,
LINC00895,0.0,,,,,,
LINC00896,0.0,,,,,,
LINC00898,0.0,,,,,,
LINC00900,1.1557615,,,,,,
LINC00901,0.0,,,,,,
LINC00903,0.0,,,,,,
LINC00904,0.0,,,,,,
LINC00906,-18.502277,,,,,,
LINC00907,1.7097127,,,,,,
LINC00908,-4.028524,,,22.424383,,,
LINC00909,-0.29957223,,,,,,
LINC00910,-0.8751001,,,,,,
LINC00911,0.51005733,,,,,,
LINC00917,-15.660027,,,,,,
LINC00919,0.0,,,,,,
LINC00920,0.7012897,,,,,,
LINC00921,-0.54681474,,,,,,
LINC00922,2.8951528,,,,,,
LINC00923,-17.792744,,,,,,
LINC00924,0.24286155,,,,,,
LINC00926,0.11797443,,,,,,
LINC00927,0.0,,,,,,
LINC00928,0.0,,,,,,
LINC00929,19.222116,,,,,,
LINC00930,-19.650711,,,,,,
LINC00934,-16.287739,,,,,,
LINC00937,0.02336222,,,,,,
LINC00939,0.0,,,,,,
LINC00940,0.0,,,,,,
LINC00941,3.172118,,,,,,
LINC00942,-16.177885,,,,,,
LINC00943,-16.860643,,,,,,
LINC00944,0.46786866,,,,,,
LINC00945,0.0,,,,,,
LINC00951,0.0,,,,,,
LINC00954,-1.5024135,,,,,,
LINC00957,-20.624195,,,,,,
LINC00958,0.72220993,,,,,,
LINC00960,0.8856687,,,,,,
LINC00963,,,,,,0.59721136,
LINC00964,-18.474934,,,,,,
LINC00967,0.0,,,,,,
LINC00968,-2.1062999,,,,,,
LINC00970,0.0,,,,,,
LINC00971,-15.890738,,,,,,
LINC00972,20.238794,,,,,,
LINC00973,2.114219,,,,,,
LINC00974,0.0,,,,,,
LINC00982,2.6088564,,,,,,
LINC00987,-1.0184121,,,,,,
LINC00989,-22.880644,,,,,,
LINC00992,0.0,,,,,,
LINC00994,0.65889317,,,,,,
LINC00996,-16.87595,,,,,,
LINC00997,-1.1678166,,,,,,
LINC01001,-0.5242908,,,,,,
LINC01003,-0.8815781,,,,,,
LINC01004,-0.088912226,,,,,,
LINC01005,0.0,,,,,,
LINC01006,0.008661229,,,,,,
LINC01007,0.0,,,,,,
LINC01010,-17.935272,,,,,,
LINC01011,-0.045018286,,,,,,
LINC01013,2.7820365,,,,,,
LINC01015,0.0,,,,,,
LINC01016,-16.51618,,,,,,
LINC01017,-16.973455,,,,,,
LINC01018,0.0,,,,,,
LINC01019,-16.832285,,,,,,
LINC01020,0.0,,,,,,
LINC01022,-15.897715,,,,,,
LINC01023,-1.1387348,,,,,,
LINC01028,-21.11709,,,,,,
LINC01029,0.0,,,,,,
LINC01030,1.3415614,,,,,,
LINC01031,-0.3688908,,,,,,
LINC01033,0.0,,,,,,
LINC01034,-20.726238,,,,,,
LINC01035,0.0,,,,,,
LINC01038,0.0,,,,,,
LINC01039,0.0,,,,,,
LINC01040,0.0,,,,,,
LINC01043,0.0,,,,,,
LINC01044,0.0,,,,,,
LINC01046,-18.485239,,,,,,
LINC01047,0.0,,,,,,
LINC01048,6.8462734,,,,,,
LINC01049,0.0,,,,,,
LINC01050,-2.7268112,,,,,,
LINC01052,0.0,,,,,,
LINC01053,0.0,,,,,,
LINC01054,0.0,,,,,,
LINC01055,0.0,,,,,,
LINC01056,0.0,,,,,,
LINC01058,0.0,,,,,,
LINC01060,2.862434,,,,3.9724808,,4.3276544
LINC01063,-0.5475461,,,,,,
LINC01065,0.0,,,,,,
LINC01066,0.0,,,,,,
LINC01067,0.0,,,,,,
LINC01068,1.9744549,,,,,,
LINC01069,0.0,,,,,,
LINC01070,0.0,,,,,,
LINC01072,-16.689287,,,,,,
LINC01074,0.0,,,,,,
LINC01075,0.0,,,,,,
LINC01076,0.0,,,,,,
LINC01077,0.0,,,,,,
LINC01078,0.0,,,,,,
LINC01079,0.0,,,,,,
LINC01080,0.0,,,,,,
LINC01081,0.0,,,,,,
LINC01082,0.0,,,,,,
LINC01087,2.3709981,,,,,,
LINC01088,-1.7249205,,,,,,
LINC01089,-0.009064035,,,0.80898434,,,
LINC01090,0.0,,,,,,
LINC01091,-3.7420466,,,,,,
LINC01093,0.0,,,,,,
LINC01094,1.4455714,,,,,,
LINC01095,0.0,,,,,,
LINC01096,0.24952714,,,,,,
LINC01097,0.0,,,,,,
LINC01098,-17.365593,,,,,,
LINC01099,0.0,,,,,,
LINC01100,0.0,,,,,,
LINC01102,1.0484983,,,,,,
LINC01103,0.0,,,,,,
LINC01104,19.325686,,,,,,
LINC01106,2.0765738,,,,,,
LINC01107,-16.404745,,,,,,
LINC01108,0.0,,,,,,
LINC01109,0.0,,,,,,
LINC01111,-16.721004,,,,,,
LINC01114,-2.0426831,,,,,,
LINC01115,-18.854572,,,,,,
LINC01116,1.6225388,1.4148139,1.7238588,,,2.3771586,1.7008682
LINC01117,0.96201366,,,,,,
LINC01118,0.34527433,,,,,,
LINC01119,0.41255108,,,,,,
LINC01120,19.605314,,,,,,
LINC01122,-17.163773,,,,,,
LINC01123,-19.219273,,,,,,
LINC01124,-21.333473,,,,,,
LINC01126,-1.7132937,,,,,,
LINC01127,-1.4286565,,,,,,
LINC01132,1.416575,,,,,,
LINC01133,-3.695581,,,,,,
LINC01134,-0.760724,,,,,,
LINC01135,0.0,,,,,,
LINC01136,-18.972866,,,,,,
LINC01137,0.29404253,,,,,,
LINC01139,0.24561279,,,,,,
LINC01140,-1.2193445,,,,,,
LINC01141,0.0,,,,,,
LINC01142,-1.4335592,,,,,,
LINC01143,0.0,,,,,,
LINC01144,1.4209079,,,,,,
LINC01146,0.0,,,,,,
LINC01148,0.0,,,,,,
LINC01149,0.3773852,,,,,,
LINC01150,0.0,,,,,,
LINC01151,-16.537287,,,,,,
LINC01152,0.84118676,,,,,,
LINC01153,0.0,,,,,,
LINC01154,0.0,,,,,,
LINC01160,2.6895218,,,,,,
LINC01162,0.0,,,,,,
LINC01164,-16.502867,,,,,,
LINC01165,-18.056349,,,,,,
LINC01166,0.0,,,,,,
LINC01167,0.0,,,,,,
LINC01168,0.0,,,,,,
LINC01169,0.0,,,,,,
LINC01170,2.5991,,,,,,
LINC01173,0.0,,,,,,
LINC01176,-0.6262677,,,,,,
LINC01177,0.0,,,,,,
LINC01179,0.0,,,,,,
LINC01180,0.0,,,,,,
LINC01181,0.0,,,,,,
LINC01182,-16.389824,,,,,,
LINC01184,0.5535577,,,,,,
LINC01185,-16.49168,,,,,,
LINC01186,0.0,,,,,,
LINC01187,0.0,,,,,,
LINC01189,0.0,,,,,,
LINC01191,-0.8785398,,,,,,
LINC01192,0.0,,,,,,
LINC01193,0.0,,,,,,
LINC01194,0.0,,,,,,
LINC01195,0.0,,,,,,
LINC01197,-2.207618,,,,,,
LINC01198,-20.371304,,,,,,
LINC01201,0.0,,,,,,
LINC01202,0.0,,,,,,
LINC01203,0.0,,,,,,
LINC01204,-17.27542,,,,,,
LINC01205,0.0,,,,,,
LINC01206,0.0,,,,,,
LINC01208,-17.831278,,,,,,
LINC01209,-18.183971,,,,,,
LINC01210,0.0,,,,,,
LINC01213,20.25169,,,,,,
LINC01214,2.7555988,,,,,,
LINC01215,-18.28746,,,,,,
LINC01219,0.0,,,,,,
LINC01220,-1.4099765,,,,,,
LINC01221,0.0,,,,,,
LINC01222,0.0,,,,,,
LINC01224,0.0,,,,,,
LINC01227,0.0,,,,,,
LINC01228,-20.394342,,,,,,
LINC01229,-1.4104917,,,,,,
LINC01230,-20.982016,,,,,,
LINC01231,0.0,,,,,,
LINC01233,0.0,,,,,,
LINC01234,-19.031355,,,,,,
LINC01235,4.289129,4.3585286,,,,,
LINC01238,-3.1513083,,,,,,
LINC01238-1,-2.0670002,,,,,,
LINC01239,-1.2195312,,,,,,
LINC01241,0.0,,,,,,
LINC01242,0.0,,,,,,
LINC01243,0.0,,,,,,
LINC01247,0.0,,,,,,
LINC01248,0.0,,,,,,
LINC01249,0.0,,,,,,
LINC01250,0.0,,,,,,
LINC01251,-18.367964,,,,,,
LINC01252,-0.9709077,,,1.6787679,,,
LINC01254,0.0,,,,,,
LINC01255,0.0,,,,,,
LINC01256,0.0,,,,,,
LINC01257,-17.001596,,,,,,
LINC01258,-15.943452,,,,,,
LINC01259,0.0,,,,,,
LINC01260,-16.204557,,,,,,
LINC01262,19.236725,,,,,,
LINC01264,0.0,,,,,,
LINC01266,-0.679563,,,,,,
LINC01267,0.0,,,,,,
LINC01268,19.997656,,,,,,
LINC01269,0.0,,,,,,
LINC01270,-1.1276547,,,,,,
LINC01271,1.7052094,,,,,,
LINC01273,-2.7762961,,,,,,
LINC01276,0.0,,,,,,
LINC01277,1.0965731,,,,,,
LINC01280,0.0,,,,,,
LINC01281,0.0,,,,,,
LINC01282,0.0,,,,,,
LINC01284,0.0,,,,,,
LINC01285,-17.991133,,,,,,
LINC01287,0.0,,,,,,
LINC01288,0.0,,,,,,
LINC01289,0.0,,,,,,
LINC01290,-0.34042558,,,,,,
LINC01291,-18.349386,,,,,,
LINC01293,0.0,,,,,,
LINC01297,0.0,,,,,,
LINC01298,0.0,,,,,,
LINC01299,0.0,,,,,,
LINC01300,0.0,,,,,,
LINC01301,1.4854357,,,,,,
LINC01303,-0.83668816,,,,,,
LINC01304,-16.361414,,,,,,
LINC01305,0.07856686,,,,,,
LINC01307,0.0,,,,,,
LINC01309,0.0,,,,,,
LINC01310,0.0,,,,,,
LINC01311,-0.24627453,,,,,,
LINC01312,0.0,,,,,,
LINC01315,-2.4264576,,,,,,
LINC01317,0.0,,,,,,
LINC01318,0.0,,,,,,
LINC01320,0.0,,,,,,
LINC01322,-18.669868,,,,,,
LINC01323,-16.22618,,,,,,
LINC01324,-20.632801,,,,,,
LINC01326,0.0,,,,,,
LINC01327,0.0,,,,,,
LINC01331,0.0,,,,,,
LINC01332,0.0,,,,,,
LINC01333,0.0,,,,,,
LINC01335,0.0,,,,,,
LINC01336,0.8837397,,,,,,
LINC01337,0.0,,,,,,
LINC01338,-17.182222,,,,,,
LINC01340,-16.447746,,,,,,
LINC01342,0.0,,,,,,
LINC01343,0.0,,,,,,
LINC01344,0.0,,,,,,
LINC01345,0.0,,,,,,
LINC01346,-16.368006,,,,,,
LINC01348,-19.859972,,,,,,
LINC01349,0.0,,,,,,
LINC01350,0.0,,,,,,
