gene,score,logfc,pval,padj,pct_grp,pct_ref,delta_pct
SEC61B,49.15407,1.87618,0.0,0.0,0.9887133182844243,0.9065985130111525,0.08211480527327186
SEC61G,49.025734,2.1170428,0.0,0.0,0.9875846501128668,0.8531598513011153,0.1344247988117515
OSTC,48.91222,2.2767408,0.0,0.0,0.9841986455981941,0.7574349442379182,0.2267637013602759
RPL28,48.837765,1.0614344,0.0,0.0,0.9988713318284425,1.0,-0.0011286681715575453
KDELR2,48.815525,2.1533325,0.0,0.0,0.9887133182844243,0.7946096654275093,0.194103652856915
MYDGF,48.805542,2.4557855,0.0,0.0,0.9875846501128668,0.7072490706319703,0.2803355794808965
RPSA,48.70031,1.4892623,0.0,0.0,0.9937923250564334,0.9837360594795539,0.010056265576879553
PFN1,48.529243,1.857205,0.0,0.0,0.9909706546275395,0.9186802973977695,0.07229035722977006
ENO1,48.48203,2.2003112,0.0,0.0,0.9909706546275395,0.8610594795539034,0.12991117507363614
SSR4,48.437332,2.0014114,0.0,0.0,0.9892776523702032,0.8596654275092936,0.1296122248609095
RABAC1,48.33414,2.0206993,0.0,0.0,0.9937923250564334,0.8438661710037175,0.14992615405271592
