gene,k_mean,n_mean,delta,log_ratio,specificity,cohens_d,zsum,borda_rank
AC034213.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC034206.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC034198.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC034195.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC032019.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC034111.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007749.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC034102.7,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC034102.6,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC034102.5,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC034102.4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007750.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC034102.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC034102.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC034102.8,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027682.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC044798.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC044810.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC062032.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC062029.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007639.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007652.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC062021.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC062017.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC062015.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC062004.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007656.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007663.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC061975.7,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC061975.6,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC061975.4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC061975.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC060834.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC060809.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC060780.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC062039.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC063919.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC063944.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC063947.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC066595.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC064836.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC064834.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC064807.4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC064807.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC064807.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC064807.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC064805.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC060765.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC064805.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC064801.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC063980.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC063977.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC063976.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC063962.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC063952.4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC063949.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC063948.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC064802.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC060234.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007663.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC058822.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC048382.4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC048380.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC048344.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC048341.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC048338.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC048337.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC046195.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC046195.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC048382.5,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC046185.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC046168.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC046158.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC046143.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC046143.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007681.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC046130.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC046130.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC044840.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC046168.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC044802.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC048382.6,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC051619.4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC055878.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC055855.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC055822.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC055811.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC055811.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC055811.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007666.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC055764.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC048383.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC055764.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC055758.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC055736.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC055733.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC055720.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC055717.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC053513.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC053503.4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC053503.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC055758.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC066612.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027644.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027607.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025871.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025822.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025822.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025810.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025809.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025754.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025752.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025741.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025682.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007879.4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025674.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007881.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007881.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007906.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025627.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025580.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025580.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025917.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025946.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026116.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026150.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026391.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026369.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026369.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026369.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026367.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026367.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026367.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026353.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025580.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026347.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026333.4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026333.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026320.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026316.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026304.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026202.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026167.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026150.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026336.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025576.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025576.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025575.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025366.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025287.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025287.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025284.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025272.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025271.4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025271.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007922.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025419.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025265.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025263.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025263.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025259.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025257.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025253.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025244.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025211.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025188.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025265.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026401.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025423.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025430.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025575.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025572.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025569.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007920.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025566.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025539.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025524.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025521.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025423.4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025475.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025465.4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025465.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025437.5,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025437.4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025437.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025437.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025434.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025431.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC025470.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027627.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026401.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026412.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027130.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007786.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027117.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027097.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027097.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027088.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007787.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027045.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027045.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027031.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027020.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027020.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027018.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027013.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026992.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026992.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026979.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027228.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027237.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027237.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027243.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027601.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027601.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027575.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027514.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027458.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027451.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027338.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027338.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007795.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027319.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027307.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027307.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027307.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027290.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027288.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027288.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027277.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027271.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC027309.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026979.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026954.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026950.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026691.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026620.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026585.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026583.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026523.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026495.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026471.5,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026471.4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026704.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026471.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007861.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026471.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026469.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026464.4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026464.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026461.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026458.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026427.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026471.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007879.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026725.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026726.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026904.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026894.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026888.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026790.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026786.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026786.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026785.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026785.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007848.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007823.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026780.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026780.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026774.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026771.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026765.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026746.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026741.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC026740.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007834.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC066612.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC066613.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC067747.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073864.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073863.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073848.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073842.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073842.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073834.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007405.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073657.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073655.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073655.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073651.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073641.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073636.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073626.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073612.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073592.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073578.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073878.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007405.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007405.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073878.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC074050.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC074044.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC074035.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC074032.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC074031.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC074029.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC074011.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073987.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073578.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073957.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073941.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073934.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073912.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073896.5,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073896.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073896.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007402.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073896.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073957.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073575.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073575.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007406.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073349.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073343.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073342.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073336.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073333.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073325.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073323.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073321.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073352.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073320.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073314.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073311.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073288.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073288.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007423.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007431.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007431.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC007448.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073316.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC074050.4,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073359.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073370.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073571.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073569.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073569.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
AC073539.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16388218,11945
